text	date	name
ger000123	1773	Knechte bei Tische
ger000123	1773	Gerichtsdiener
ger000123	1773	Ratsherr
ger000123	1773	Schreiber
ger000123	1773	Wache
ger000123	1773	Alter
ger000123	1773	Weib
ger000123	1773	Mutter
ger000123	1773	Link
ger000123	1773	Bauer 
ger000123	1773	Max Stumpf
ger000123	1773	Kohl
ger000123	1773	Wild
ger000123	1773	Bote
ger000123	1773	Zigeunermutter
ger000123	1773	Knab
ger000123	1773	Zigeunerhauptmann
ger000123	1773	Wolf
ger000123	1773	Sticks
ger000123	1773	Schricks
ger000123	1773	Zigeunerin
ger000123	1773	Ältester
ger000123	1773	Kläger
ger000535	1962	Bartolomeo
ger000535	1962	Atalanta
ger000535	1962	Sigismondo
ger000073	1912	Mariann
ger000073	1912	Thomas
ger000073	1912	Köckenberger
ger000073	1912	Gendarm
ger000073	1912	Leni
ger000073	1912	Lenz
ger000073	1912	Bürgermeister
ger000073	1912	Barbara
ger000073	1912	Plank
ger000073	1912	Scheck
ger000073	1912	Lechner
ger000247	1833	Beata
