text	frequency	labels
Grünthaner	11	['Wohnstätte']
Grünthanner	15	['Wohnstätte']
Grünvogel	56	['Beruf', 'Übername']
Grünwald	1912	['Wohnstätte', 'Herkunft']
Grünwalder	13	['Wohnstätte', 'Herkunft']
Grünwalds	1	['Wohnstätte', 'Herkunft']
Grünwaldt	74	['Wohnstätte', 'Herkunft']
Grünwold	2	['Wohnstätte']
Grünwoldt	34	['Wohnstätte']
Grünzfelder	8	['Herkunft']
Grünzinger	133	['Herkunft']
Grünärmel	5	['Übername']
Grünärml	6	['Übername']
Grünäugl	20	['Übername', 'Wohnstätte']
Grüsshaber	4	['Übername', 'Beruf']
Grüssner	24	['Beruf']
Grüter	649	['Beruf', 'Wohnstätte']
Grütering	76	['Beruf']
Grüters	109	['Beruf']
Grüther	11	['Beruf', 'Wohnstätte']
Grütmacker	1	['Beruf']
Grütt	42	['Beruf']
Grütte	26	['Beruf']
Grüttemann	6	['Beruf']
Grüttemeier	57	['Beruf']
Grüttemeyer	1	['Beruf']
Grütter	198	['Beruf', 'Wohnstätte']
Grütters	48	['Beruf']
Grüttmacker	2	['Beruf']
Grüttmöller	3	['Beruf']
Grüttner	788	['Rufname', 'Beruf']
Grütz	217	['Beruf', 'Rufname', 'Übername']
Grütze	101	['Beruf', 'Wohnstätte']
Grützemacher	18	['Beruf']
Grützemann	44	['Beruf']
Grützenbach	47	['Herkunft']
Grützenmacher	2	['Beruf']
Grützmacher	986	['Beruf']
Grützmann	244	['Beruf']
Grützmüller	14	['Beruf']
Grützner	1097	['Beruf']
Grüwel	17	['Übername']
Grüwell	5	['Übername']
Grüzmacher	2	['Beruf']
Grüzner	1	['Beruf']
Grüßhaber	32	['Übername', 'Beruf']
Gschaid	10	['Wohnstätte', 'Übername', 'Herkunft']
Gschaider	57	['Wohnstätte', 'Herkunft', 'Übername']
Gschaidmeier	6	['Beruf']
Gschaidner	1	['Wohnstätte', 'Herkunft']
Gschaiter	1	['Wohnstätte', 'Übername']
Gscheid	3	['Wohnstätte', 'Übername']
Gscheidel	8	['Übername', 'Wohnstätte']
Gscheider	26	['Wohnstätte', 'Herkunft', 'Übername']
Gscheidl	6	['Übername', 'Wohnstätte']
Gscheidle	146	['Übername', 'Wohnstätte']
Gscheidlen	8	['Übername', 'Wohnstätte']
Gscheidmeier	19	['Beruf']
Gscheidmeyer	6	['Beruf']
Gscheidner	2	['Wohnstätte', 'Herkunft']
Gscheidt	7	['Wohnstätte', 'Übername', 'Herkunft']
Gschrei	47	['Wohnstätte', 'Übername', 'Beruf']
Gschrey	120	['Wohnstätte', 'Übername', 'Beruf']
Gschwander	25	['Wohnstätte']
Gschwandl	1	['Wohnstätte']
Gschwandler	2	['Wohnstätte']
Gschwandner	14	['Wohnstätte']
Gschwandter	2	['Wohnstätte']
Gschwandtl	5	['Wohnstätte']
Gschwandtner	139	['Wohnstätte']
Gschwantner	1	['Wohnstätte']
Gschwend	122	['Wohnstätte', 'Herkunft']
Gschwendberger	1	['Wohnstätte']
Gschwender	168	['Wohnstätte', 'Herkunft']
Gschwendner	93	['Wohnstätte', 'Herkunft']
Gschwendt	3	['Wohnstätte', 'Herkunft']
Gschwendtberger	23	['Wohnstätte']
Gschwendter	6	['Wohnstätte', 'Herkunft']
Gschwendtner	679	['Wohnstätte', 'Herkunft']
Gschwenter	6	['Wohnstätte', 'Herkunft']
Gschwentner	16	['Wohnstätte', 'Herkunft']
Gschwenttberger	4	['Wohnstätte']
Gschwind	361	['Übername', 'Wohnstätte']
Gschwinder	21	['Übername', 'Wohnstätte']
Gschwindler	3	['Wohnstätte', 'Übername']
Gschwindt	39	['Übername', 'Wohnstätte']
Gschwändler	4	['Wohnstätte']
Gsell	384	['Übername']
Gsella	20	['Rufname']
Gseller	22	['Übername']
Gsottschneider	10	['Beruf']
Gspahn	10	['Übername']
Gspan	3	['Übername']
Gspandl	7	['Übername']
Gspann	3	['Übername']
Gstaiger	8	['Wohnstätte']
Gsteiger	1	['Herkunft', 'Wohnstätte']
Gsöll	12	['Übername']
Gubelmann	1	['Wohnstätte']
Gubernator	92	['Beruf']
Gubler	55	['Wohnstätte']
Gudacker	10	['Wohnstätte']
Gudaitis	6	['Herkunft']
Gudat	408	['Herkunft', 'Wohnstätte']
Gudath	34	['Herkunft']
Gudatus	3	['Herkunft']
Guddait	1	['Herkunft']
Guddas	30	['Herkunft']
Guddass	1	['Herkunft']
Guddat	354	['Herkunft', 'Wohnstätte']
Guddatis	9	['Herkunft']
Guddaß	2	['Herkunft']
Guddeit	5	['Herkunft']
Gudeit	2	['Herkunft']
Gudenkauf	15	['Übername']
Guderian	242	['Rufname']
Guderjahn	141	['Rufname']
Guderjan	44	['Rufname']
Guderjann	1	['Rufname']
Guderna	2	['Übername']
Gudernatsch	18	['Übername']
Gudhardt	2	['Rufname']
Gudian	17	['Rufname']
Gudjan	8	['Rufname']
Gudjons	45	['Rufname']
Gudrian	52	['Rufname']
Gudszend	5	['Herkunft']
Gudszent	5	['Herkunft']
Gudszenties	5	['Herkunft']
Gudzent	11	['Herkunft']
Gudzentat	1	['Herkunft']
Gudzenties	2	['Herkunft']
Gudßend	1	['Herkunft']
Gudßent	4	['Herkunft']
Gueffroi	2	['Rufname']
Gueffroy	70	['Rufname']
Gueldemeister	1	['Beruf']
Gueldener	2	['Beruf']
Gueldenpfennig	1	['Übername']
Gueldner	6	['Beruf']
Guellmeister	1	['Beruf']
Guendel	8	['Rufname']
Guender	1	['Rufname']
Guendling	1	['Rufname']
Guenner	1	['Rufname']
Guenter	39	['Rufname']
Guentert	2	['Rufname']
Guenther	348	['Rufname']
Guenthert	1	['Rufname']
Guenthoer	8	['Rufname']
Guentzel	3	['Rufname']
Guenzel	16	['Rufname']
Guenzl	1	['Rufname']
Guenzler	2	['Rufname']
Guerra	135	['Übername', 'Beruf', 'Rufname']
Guerreiro	56	['Übername', 'Beruf']
Guerrero	60	['Übername', 'Beruf']
Guerriero	19	['Übername', 'Beruf']
Guertler	22	['Beruf']
Guessregen	3	['Übername']
Guetzlaff	2	['Rufname']
Gugel	566	['Beruf', 'Übername', 'Wohnstätte']
Gugelberger	19	['Wohnstätte']
Gugele	2	['Beruf', 'Übername', 'Wohnstätte']
Gugeler	36	['Beruf', 'Übername', 'Wohnstätte']
Gugelmann	13	['Beruf', 'Übername', 'Wohnstätte']
Gugelmeier	16	['Beruf']
Gugelsberger	5	['Wohnstätte']
Guggelberger	3	['Wohnstätte']
Guggemoos	56	['Herkunft']
Guggemos	424	['Herkunft']
Guggemoss	1	['Herkunft']
Guggenbichler	85	['Wohnstätte', 'Herkunft']
Guggenbühler	33	['Wohnstätte', 'Herkunft']
Guggenmoos	41	['Herkunft']
Guggenmos	240	['Herkunft']
Guggenmoser	14	['Herkunft']
Guggl	1	['Beruf', 'Übername', 'Wohnstätte']
Gugglberger	3	['Wohnstätte']
Guggomos	19	['Herkunft']
Guggumos	8	['Herkunft']
Gugl	4	['Beruf', 'Übername', 'Wohnstätte']
Gugler	116	['Beruf', 'Übername', 'Wohnstätte']
Guibert	6	['Rufname']
Guilaume	1	['Rufname']
Guilbert	15	['Rufname']
Guillard	11	['Rufname']
Guillaume	102	['Rufname']
Guilliaume	3	['Rufname']
Guinand	17	['Rufname']
Guld	52	['Beruf', 'Übername']
Gulde	550	['Übername', 'Beruf', 'Rufname', 'Herkunft']
Gulden	326	['Beruf', 'Wohnstätte', 'Übername', 'Herkunft']
Guldener	6	['Beruf']
Guldenfuß	3	['Übername']
Guldenpfennig	5	['Übername']
Guldner	211	['Beruf']
Gullner	2	['Beruf']
Gumbel	151	['Rufname']
Gumbert	190	['Rufname']
Gumbold	36	['Rufname']
Gumboldt	19	['Rufname']
Gumbolt	1	['Rufname']
Gumbrecht	260	['Rufname']
Gummersbach	307	['Herkunft']
Gump	39	['Rufname', 'Wohnstätte']
Gumpel	12	['Rufname', 'Übername']
Gumpert	427	['Rufname']
Gumpertz	19	['Rufname']
Gumperz	4	['Rufname']
Gumpold	6	['Rufname']
Gumprecht	313	['Rufname']
Gumprich	140	['Rufname']
Gumpricht	32	['Rufname']
Gunarson	1	['Rufname']
Gund	198	['Rufname']
Gundacker	175	['Rufname']
Gundel	574	['Rufname']
Gundelach	401	['Rufname']
Gunder	90	['Rufname']
Gunderam	4	['Rufname']
Gundermann	755	['Rufname', 'Beruf']
Gundersen	3	['Rufname']
Gunderson	5	['Rufname']
Gundert	136	['Rufname']
Gundhardt	12	['Rufname']
Gundhart	3	['Rufname']
Gundl	20	['Rufname']
Gundlach	1784	['Rufname']
Gundlack	62	['Rufname']
Gundlak	2	['Rufname']
Gundler	20	['Rufname', 'Herkunft']
Gundlich	35	['Rufname']
Gundling	60	['Rufname']
Gundram	7	['Rufname']
Gundrum	117	['Rufname']
Gundt	50	['Rufname']
Gunert	4	['Rufname']
Gunkel	1468	['Beruf', 'Übername', 'Wohnstätte']
Gunkelmann	50	['Beruf', 'Übername']
Gunkler	48	['Beruf', 'Übername', 'Wohnstätte']
Gunnar	11	['Rufname']
Gunnars	1	['Rufname']
Gunnarsdottir	1	['Rufname']
Gunnarson	2	['Rufname']
Gunnarsson	14	['Rufname']
Gunnermann	9	['Rufname']
Gunter	101	['Rufname']
Guntermann	512	['Rufname']
Gunters	7	['Rufname']
Guntert	1	['Rufname']
Gunther	96	['Rufname']
Gunthier	1	['Rufname']
Guntlach	1	['Rufname']
Guntram	13	['Rufname']
Guntrum	77	['Rufname', 'Herkunft']
Guntz	16	['Rufname']
Gunz	55	['Rufname']
Gunzelmann	176	['Rufname']
Gunzl	20	['Rufname']
Gunzle	1	['Rufname']
Gural	11	['Wohnstätte', 'Herkunft']
Guralczyk	5	['Wohnstätte', 'Herkunft']
Guralzik	5	['Wohnstätte', 'Herkunft']
Gurnak	5	['Wohnstätte', 'Beruf']
Gurni	12	['Wohnstätte', 'Beruf', 'Übername']
Gurniaczyk	2	['Wohnstätte', 'Beruf']
Gurniak	19	['Wohnstätte', 'Beruf']
Gurniazyk	2	['Wohnstätte', 'Beruf']
Gurnig	12	['Wohnstätte', 'Beruf']
Gurnik	22	['Wohnstätte', 'Beruf']
Gurol	36	['Wohnstätte', 'Herkunft']
Guroll	26	['Wohnstätte', 'Herkunft']
Gurska	1	['Herkunft', 'Wohnstätte']
Gurske	32	['Herkunft', 'Wohnstätte']
Gurski	303	['Herkunft', 'Wohnstätte']
Gurskij	5	['Herkunft', 'Wohnstätte']
Gursky	54	['Herkunft', 'Wohnstätte']
Gust	1031	['Rufname', 'Wohnstätte', 'Übername']
Guster	26	['Beruf']
Gusterer	4	['Beruf']
Gustin	54	['Rufname']
Gustke	417	['Rufname']
Gustloff	9	['Rufname']
Gustmann	153	['Rufname', 'Wohnstätte', 'Übername']
Gustus	9	['Rufname']
Gut	749	['Übername', 'Rufname']
Gutacker	98	['Wohnstätte', 'Herkunft']
Gutberlet	573	['Rufname']
Gutberlett	23	['Rufname']
Gutbier	212	['Beruf']
Gutbrod	538	['Beruf']
Gutbrodt	36	['Beruf']
Gutbrot	10	['Beruf']
Gutbub	10	['Übername']
Gute	72	['Übername', 'Rufname']
Gutehrle	3	['Übername']
Gutenmorgen	28	['Übername']
Guter	236	['Übername', 'Rufname', 'Herkunft']
Gutermann	188	['Übername', 'Wohnstätte', 'Herkunft']
Gutermut	1	['Übername']
Gutermuth	380	['Übername']
Gutfleisch	212	['Beruf']
Gutfreund	79	['Übername']
Gutfried	4	['Rufname']
Gutfrucht	57	['Beruf']
Gutgesell	281	['Übername']
Gutgsell	82	['Übername']
Guth	2084	['Übername', 'Rufname']
Guthard	9	['Rufname']
Guthardt	228	['Rufname']
Guthart	2	['Rufname']
Guthe	71	['Übername', 'Rufname']
Guthehrle	2	['Übername']
Gutheinz	8	['Rufname']
Guther	106	['Übername', 'Rufname']
Gutherl	2	['Übername']
Guthermuth	4	['Übername']
Guthfreund	1	['Übername']
Guthier	209	['Rufname', 'Wohnstätte']
Guthjahr	13	['Übername']
Guthknecht	24	['Übername']
Guthleber	1	['Übername']
Guthmann	488	['Übername', 'Rufname']
Guthoerl	2	['Übername']
Guthold	19	['Rufname']
Guthschmidt	2	['Beruf']
Guthöhrlein	12	['Übername']
Guthörl	141	['Übername']
Guthörle	19	['Übername']
Guthörlein	1	['Übername']
Gutierrez	149	['Rufname']
Gutjahr	1289	['Übername']
Gutjan	9	['Rufname']
Gutjar	34	['Übername']
Gutkaes	1	['Beruf']
Gutkaeß	1	['Beruf']
Gutkauf	3	['Übername']
Gutkes	12	['Beruf']
Gutkind	4	['Übername']
Gutknecht	709	['Übername']
Gutkuhn	7	['Rufname']
Gutkäse	5	['Beruf', 'Rufname']
Gutkäß	9	['Beruf']
Gutleb	4	['Übername']
Gutleben	19	['Übername']
Gutleber	29	['Übername']
Gutmann	2428	['Übername', 'Rufname']
Gutoehrlein	1	['Übername']
Gutperl	18	['Rufname']
Gutperle	48	['Rufname']
Gutperlet	6	['Rufname']
Gutrolf	2	['Beruf']
Gutruf	20	['Beruf']
Gutsbrod	1	['Beruf']
Gutsche	1757	['Rufname']
Gutschendies	1	['Herkunft']
Gutschlag	43	['Rufname']
Gutschmid	1	['Beruf']
Gutschmidt	476	['Beruf']
Gutschmied	4	['Beruf']
Guttbier	7	['Beruf']
Gutterer	13	['Übername', 'Beruf']
Guttermuth	1	['Übername']
Gutthardt	10	['Rufname']
Guttjan	3	['Rufname']
Guttknecht	13	['Übername']
Guttkorn	14	['Beruf']
Guttleber	8	['Übername']
Guttrof	8	['Beruf']
Guttroff	26	['Beruf']
Guttropf	36	['Beruf']
Gutwald	67	['Rufname', 'Wohnstätte']
Gutwaldt	1	['Rufname']
Gutwetter	4	['Übername']
Gutwirt	15	['Beruf', 'Übername']
Gutwirth	66	['Beruf', 'Übername']
Gutzentat	4	['Herkunft']
Gutzke	145	['Rufname']
Gutzlaff	14	['Rufname']
Gutzmann	456	['Rufname', 'Übername', 'Herkunft']
Gutzmer	192	['Rufname']
Gutöhrle	15	['Übername']
Gutöhrlein	54	['Übername']
Gutörlein	1	['Übername']
Guvernator	7	['Beruf']
Gwinner	209	['Übername']
Gygas	10	['Übername']
Gygax	7	['Übername']
Gyger	26	['Beruf']
Gymnich	74	['Herkunft']
Gympel	17	['Übername', 'Rufname']
Gynther	6	['Rufname']
Gys	4	['Rufname', 'Wohnstätte']
Gysbers	63	['Rufname']
Gyse	2	['Rufname', 'Wohnstätte']
Gysen	10	['Rufname']
Gysens	1	['Rufname']
Gysler	30	['Rufname', 'Beruf', 'Übername']
Gyss	5	['Rufname', 'Wohnstätte']
Gyssler	6	['Rufname', 'Beruf', 'Übername']
Gyß	2	['Rufname', 'Wohnstätte']
Gyßen	2	['Rufname']
Gzela	3	['Rufname']
Gzella	32	['Rufname']
Gäbel	509	['Rufname', 'Übername', 'Beruf', 'Wohnstätte', 'Herkunft']
Gäbele	36	['Beruf', 'Wohnstätte', 'Übername', 'Rufname', 'Herkunft']
Gäbelein	191	['Rufname', 'Beruf', 'Wohnstätte', 'Übername']
Gäbeler	20	['Beruf', 'Wohnstätte', 'Übername', 'Herkunft', 'Rufname']
Gäbelt	22	['Rufname']
Gäberlein	15	['Rufname', 'Übername']
Gäbert	57	['Rufname']
Gäbhard	5	['Rufname']
Gäbl	9	['Rufname', 'Übername', 'Beruf', 'Wohnstätte']
Gäble	42	['Beruf', 'Wohnstätte', 'Übername', 'Rufname']
Gäbler	1105	['Beruf', 'Wohnstätte', 'Herkunft', 'Übername', 'Rufname']
Gädcke	6	['Rufname', 'Übername']
Gäde	456	['Rufname', 'Übername']
Gädecke	40	['Rufname', 'Übername']
Gädecken	5	['Rufname', 'Übername']
Gädeke	82	['Rufname', 'Übername']
Gädeken	8	['Rufname', 'Übername']
Gädeker	5	['Rufname', 'Übername']
Gädicke	114	['Rufname', 'Übername']
Gädike	11	['Rufname', 'Übername']
Gädke	154	['Rufname', 'Übername']
Gädker	14	['Rufname', 'Übername']
Gädtke	116	['Rufname', 'Übername']
Gänger	151	['Übername', 'Beruf']
Gängler	103	['Beruf']
Gänsbauer	34	['Beruf']
Gänsch	19	['Rufname']
Gänsehals	6	['Übername', 'Wohnstätte']
Gänsehirt	1	['Beruf']
Gänsel	8	['Übername', 'Beruf']
Gänselein	6	['Übername', 'Beruf']
Gänser	25	['Beruf', 'Übername']
Gänshirt	78	['Beruf']
Gänsl	7	['Übername', 'Beruf']
Gänslein	16	['Übername', 'Beruf', 'Wohnstätte']
Gänsler	162	['Beruf', 'Übername']
Gänsli	1	['Übername', 'Beruf']
Gänslmayer	4	['Beruf']
Gänsmantel	6	['Übername', 'Beruf']
Gänssbauer	1	['Beruf']
Gänsshirt	1	['Beruf']
Gänssle	25	['Übername', 'Beruf']
Gänsslen	28	['Übername', 'Beruf']
Gänssler	12	['Beruf', 'Übername']
Gänssmantel	5	['Übername', 'Beruf']
Gänswein	31	['Rufname']
Gänswürger	16	['Beruf', 'Übername']
Gäntner	4	['Beruf']
Gäntzel	3	['Übername', 'Beruf']
Gäntzle	9	['Übername', 'Beruf']
Gänzel	1	['Übername', 'Beruf']
Gänzl	3	['Übername', 'Beruf']
Gänzle	85	['Übername', 'Beruf']
Gänzler	70	['Beruf', 'Übername']
Gänßbauer	14	['Beruf']
Gänßle	35	['Übername', 'Beruf']
Gänßlen	34	['Übername', 'Beruf']
Gänßler	75	['Beruf', 'Übername']
Gänßmantel	25	['Übername', 'Beruf']
Gärber	98	['Beruf']
Gärmann	6	['Rufname']
Gärtner	10544	['Beruf']
Gärttner	80	['Beruf']
Gässel	1	['Wohnstätte']
Gässl	3	['Wohnstätte']
Gässlein	9	['Wohnstätte']
Gässler	196	['Wohnstätte', 'Herkunft']
Gässner	6	['Wohnstätte', 'Herkunft']
Gäßl	31	['Wohnstätte']
Gäßlein	33	['Wohnstätte']
Gäßler	241	['Wohnstätte', 'Herkunft', 'Übername']
Gäßner	46	['Wohnstätte', 'Herkunft']
Gérard	37	['Rufname']
Géraud	3	['Rufname']
Göb	486	['Rufname']
Göbbel	144	['Rufname']
Göbbeln	7	['Rufname']
Göbbels	545	['Rufname']
Göbberd	8	['Rufname']
Göbbert	33	['Rufname']
Göbe	17	['Rufname']
Göbel	9479	['Rufname']
Göbell	8	['Rufname']
Göbels	171	['Rufname']
Göbelt	64	['Rufname']
Göben	29	['Rufname', 'Herkunft']
Göbert	119	['Rufname']
Göbhard	3	['Rufname']
Göbhardt	30	['Rufname']
Göbharter	3	['Rufname']
Göbl	268	['Rufname']
Göble	8	['Rufname']
Göc	21	['Übername']
Göcen	29	['Übername']
Göcer	80	['Übername']
Göcke	444	['Rufname']
Göckemeier	2	['Beruf']
Göckemeyer	29	['Beruf']
Göcken	60	['Rufname']
Göcking	166	['Rufname']
Göcmen	74	['Übername']
Gödde	1012	['Rufname']
Göddecke	79	['Rufname']
Göddecken	1	['Rufname']
Göddeke	64	['Rufname']
Göddeker	17	['Rufname']
Göddel	77	['Rufname']
Göddelmann	2	['Rufname']
Göddemeier	7	['Beruf']
Göddemeyer	24	['Beruf']
Gödden	67	['Rufname']
Göddert	53	['Rufname']
Gödderth	6	['Rufname']
Göddertz	208	['Rufname']
Gödderz	174	['Rufname']
Göde	226	['Rufname', 'Herkunft']
Gödecke	1039	['Rufname']
Gödecken	9	['Rufname']
Gödecker	54	['Rufname']
Gödeke	415	['Rufname']
Gödeken	7	['Rufname']
Gödeker	79	['Rufname']
Gödel	332	['Rufname']
Gödelmann	31	['Rufname']
Göden	52	['Rufname']
Gödert	194	['Rufname']
Göderth	2	['Rufname']
Göderz	50	['Rufname']
Gödicke	296	['Rufname']
Gödickemeier	11	['Beruf']
Gödickemeyer	9	['Beruf']
Göding	13	['Rufname']
Göfert	2	['Rufname']
Göffert	4	['Rufname']
Göhring	1474	['Rufname', 'Herkunft', 'Wohnstätte']
Göhringer	381	['Rufname', 'Herkunft', 'Wohnstätte']
Göhrle	5	['Rufname']
Göhrlich	2	['Rufname']
Göhrmann	39	['Rufname', 'Herkunft']
Göhtz	3	['Rufname']
Göhzing	1	['Rufname']
Göhzold	30	['Rufname']
Gök	398	['Rufnamenmuster', 'Übername', 'Rufname', 'Beruf']
Gökalp	78	['kompositionelles Motiv', 'Rufname']
Gökay	35	['kompositionelles Motiv', 'Herkunft']
Gökbayrak	15	['kompositionelles Motiv']
Gökbulut	21	['kompositionelles Motiv']
Gökcan	16	['kompositionelles Motiv']
Gökcay	19	['kompositionelles Motiv']
Gökce	234	['Rufnamenmuster', 'Rufname', 'Übername', 'Herkunft']
Gökcek	54	['Übername', 'Herkunft']
Gökcen	60	['Übername', 'Rufname']
Gökdag	19	['kompositionelles Motiv', 'Herkunft']
Gökdemir	90	['kompositionelles Motiv']
Gökduman	28	['kompositionelles Motiv']
Göke	628	['Rufname']
Gökemeier	5	['Beruf']
Gökemeyer	5	['Beruf']
Göken	286	['Rufname']
Göker	88	['kompositionelles Motiv', 'Rufname']
Gökgöz	38	['Übername']
Gökhan	46	['Rufname']
Göking	13	['Rufname']
Gökkaya	83	['kompositionelles Motiv', 'Wohnstätte', 'Herkunft']
Gökkurt	10	['kompositionelles Motiv', 'patriotisches Motiv']
Gökkus	14	['kompositionelles Motiv']
Göklü	10	['Rufname', 'Rufnamenmuster', 'Beruf']
Gökmen	130	['Übername', 'Rufname']
Gökoglu	13	['Rufnamenmuster', 'Übername']
Gökpinar	20	['kompositionelles Motiv', 'Herkunft']
Göksal	23	['Rufnamenmuster', 'religiöses Motiv']
Göksel	53	['Rufnamenmuster', 'religiöses Motiv']
Göksen	30	['kompositionelles Motiv']
Göksu	140	['kompositionelles Motiv', 'Wohnstätte']
Göksungur	14	['kompositionelles Motiv']
Göktan	10	['kompositionelles Motiv']
Göktas	195	['kompositionelles Motiv', 'Rufname', 'Herkunft']
Göktekin	17	['kompositionelles Motiv', 'Rufname']
Göktepe	40	['kompositionelles Motiv', 'Herkunft']
Göktürk	24	['patriotisches Motiv']
Göl	55	['Rufnamenmuster', 'Wohnstätte']
Göldenbot	2	['Beruf']
Göldenboth	5	['Beruf']
Göldener	3	['Beruf']
Göldner	962	['Beruf']
Gölldner	6	['Beruf']
Göllner	1009	['Beruf']
Gölner	8	['Beruf']
Göltenbodt	13	['Beruf']
Göltenboth	53	['Beruf']
Göltenbott	7	['Beruf']
Göltner	21	['Beruf']
Göltz	68	['Beruf', 'Übername']
Göltzenleuchter	1	['Beruf']
Göltzer	61	['Beruf', 'Herkunft']
Gölz	1032	['Beruf', 'Übername', 'Herkunft']
Gölzenleuchter	91	['Beruf']
Gölzenlichter	2	['Beruf']
Gölzer	168	['Beruf', 'Herkunft']
Göncü	16	['Beruf']
Gönder	30	['Rufname']
Gönen	45	['Rufnamenmuster']
Göner	35	['Rufname', 'Übername']
Gönewein	1	['Rufname']
Gönnawein	8	['Rufname']
Gönnenwein	39	['Rufname']
Gönner	270	['Übername', 'Rufname', 'Herkunft']
Gönnert	21	['Rufname', 'Übername']
Gönnewein	1	['Rufname']
Gönnheimer	81	['Herkunft']
Gönül	78	['Rufnamenmuster']
Gönültas	21	['Rufnamenmuster', 'Rufname']
Göpel	732	['Rufname', 'Beruf', 'Übername']
Göpelt	14	['Rufname']
Göpfardt	6	['Rufname']
Göpfarth	35	['Rufname']
Göpfer	11	['Rufname']
Göpferich	54	['Rufname']
Göpfert	1845	['Rufname']
Göpffarth	20	['Rufname']
Göpfrich	129	['Rufname']
Göphardt	1	['Rufname']
Göpp	30	['Rufname']
Göppe	7	['Rufname']
Göppel	504	['Rufname', 'Beruf', 'Übername']
Göppele	6	['Rufname']
Göppert	671	['Rufname']
Göppinger	69	['Herkunft']
Göppl	71	['Rufname']
Görber	14	['Beruf', 'Rufname']
Görbert	48	['Rufname', 'Beruf']
Gördes	248	['Rufname']
Göres	219	['Rufname']
Göressen	5	['Rufname']
Göreßen	1	['Rufname']
Görg	978	['Rufname']
Görge	200	['Rufname']
Görgen	1296	['Rufname']
Görgens	471	['Rufname']
Görger	18	['Rufname', 'Herkunft']
Görges	364	['Rufname']
Görgü	27	['Rufnamenmuster', 'Übername']
Görgülü	121	['Rufnamenmuster', 'Übername']
Görhardt	13	['Rufname']
Göring	1270	['Rufname', 'Herkunft']
Göringer	56	['Rufname', 'Herkunft']
Görissen	18	['Rufname']
Görißen	15	['Rufname']
Görl	311	['Rufname']
Görlach	436	['Rufname']
Görlacher	7	['Rufname']
Görlich	1421	['Rufname']
Görling	92	['Rufname']
Görlinger	58	['Herkunft']
Görlitz	1025	['Herkunft']
Görlitzer	98	['Herkunft']
Görmann	127	['Rufname', 'Herkunft']
Görmar	52	['Herkunft', 'Rufname']
Görmer	126	['Rufname', 'Herkunft']
Görmez	32	['Übername']
Görnandt	56	['Rufname']
Görndt	16	['Rufname']
Görner	1433	['Herkunft', 'Rufname', 'Übername', 'Beruf']
Görnhardt	53	['Rufname']
Görres	574	['Rufname']
Görressen	2	['Rufname']
Görreßen	5	['Rufname']
Görries	17	['Rufname', 'Herkunft']
Görris	10	['Rufname']
Görrissen	100	['Rufname']
Görrißen	3	['Rufname']
Görs	403	['Rufname']
Görsdorf	137	['Herkunft']
Görsmeier	21	['Beruf']
Görsmeyer	7	['Beruf']
Görss	10	['Rufname']
Görte	10	['Beruf']
Görtemaker	39	['Beruf']
Görtemöller	58	['Beruf']
Görtemüller	8	['Beruf']
Görten	13	['Rufname']
Görtgens	5	['Rufname']
Görtges	18	['Rufname']
Görth	44	['Rufname']
Görtler	323	['Beruf']
Görtmüller	4	['Beruf']
Görtner	16	['Beruf']
Görts	58	['Rufname']
Görtz	1952	['Rufname', 'Herkunft']
Görtzel	12	['Rufname']
Görz	225	['Rufname', 'Herkunft']
Görzel	108	['Rufname']
Görzgen	3	['Rufname']
Görß	55	['Rufname']
Gösele	94	['Rufname']
Gösl	18	['Rufname']
Göss	28	['Rufname']
Gössel	385	['Rufname', 'Übername']
Gössele	56	['Rufname']
Gössing	64	['Rufname']
Gössl	265	['Rufname']
Gössle	1	['Rufname']
Gösslein	1	['Rufname']
Gössling	161	['Rufname']
Gössner	23	['Wohnstätte']
Gösswein	28	['Rufname']
Götfert	1	['Rufname']
Göthe	176	['Rufname', 'Übername']
Göthel	367	['Rufname']
Göthemann	6	['Rufname']
Gött	126	['Übername', 'Rufname']
Götte	1260	['Rufname', 'Übername']
Göttel	571	['Rufname']
Göttelmann	82	['Rufname', 'Übername', 'Herkunft']
Göttemann	29	['Rufname']
Götten	172	['Rufname']
Göttert	447	['Rufname']
Göttferd	2	['Rufname']
Göttfert	208	['Rufname']
Göttfried	33	['Rufname']
Göttge	23	['Rufname', 'Wohnstätte']
Göttgen	8	['Rufname']
Göttgens	147	['Rufname']
Göttges	48	['Rufname']
Götting	717	['Rufname', 'Herkunft']
Göttinger	140	['Herkunft']
Göttke	52	['Rufname']
Göttken	30	['Rufname']
Göttker	102	['Rufname']
Göttl	214	['Rufname']
Göttle	131	['Rufname']
Göttlein	14	['Rufname']
Götz	14774	['Rufname', 'Herkunft']
Götze	4150	['Rufname']
Götzel	143	['Rufname']
Götzeler	8	['Rufname']
Götzelmann	241	['Rufname']
Götzelt	59	['Rufname']
Götzen	264	['Rufname']
Götzer	81	['Rufname', 'Wohnstätte']
Götzfried	382	['Rufname']
Götzger	17	['Herkunft', 'Rufname']
Götzinger	435	['Herkunft']
Götzke	272	['Rufname']
Götzken	19	['Rufname']
Götzkes	10	['Rufname']
Götzl	375	['Rufname']
Götzlaff	2	['Rufname']
Götzler	10	['Rufname']
Götzloff	11	['Rufname']
Götzmann	330	['Rufname', 'Übername', 'Herkunft']
Götzner	56	['Rufname', 'Wohnstätte']
Götzold	3	['Rufname']
Gövert	292	['Rufname']
Göwert	77	['Rufname']
