text	frequency	labels
Wondracek	15	['Rufname']
Wondrack	4	['Rufname']
Wondraczeck	1	['Rufname']
Wondraczek	41	['Rufname']
Wondrak	186	['Rufname']
Wondras	5	['Rufname']
Wondrasch	1	['Rufname']
Wondrascheck	4	['Rufname']
Wondraschek	22	['Rufname']
Wondratsch	25	['Rufname']
Wondratscheck	1	['Rufname']
Wondratschek	79	['Rufname']
Wondratschke	11	['Rufname']
Wondratzek	3	['Rufname']
Wondratzschke	1	['Rufname']
Wondrazek	5	['Rufname']
Wondrusch	4	['Rufname']
Wondruschka	17	['Rufname']
Woner	1	['Beruf']
Wonglorz	13	['Beruf']
Wood	239	['Wohnstätte', 'Beruf', 'Übername']
Woods	87	['Wohnstätte', 'Beruf', 'Übername']
Woord	4	['Wohnstätte']
Woort	7	['Wohnstätte']
Woortman	7	['Wohnstätte']
Woortmann	47	['Wohnstätte']
Wordtmann	57	['Wohnstätte']
Worel	39	['Wohnstätte', 'Übername']
Worell	6	['Wohnstätte', 'Übername']
Worlicek	6	['Übername', 'Wohnstätte']
Worliczek	2	['Übername', 'Wohnstätte']
Worlitscheck	1	['Übername', 'Wohnstätte']
Worlitschek	29	['Übername', 'Wohnstätte']
Worm	1107	['Übername', 'Herkunft']
Worobec	4	['Übername', 'Beruf']
Worobej	2	['Übername', 'Beruf']
Worobejtschik	1	['Übername']
Worobey	2	['Übername', 'Beruf']
Worobiec	6	['Übername', 'Beruf']
Worobjew	5	['Übername', 'Beruf']
Worobjewa	1	['Übername', 'Beruf']
Worobjow	19	['Übername', 'Beruf']
Worobjowa	2	['Übername', 'Beruf']
Worona	17	['Übername']
Woronin	24	['Übername']
Woronow	25	['Übername']
Woronowa	2	['Übername']
Woronowicz	18	['Übername']
Worst	130	['Beruf', 'Übername']
Worster	75	['Beruf']
Wort	9	['Wohnstätte', 'Herkunft']
Wortberg	126	['Wohnstätte']
Worth	36	['Wohnstätte', 'Herkunft']
Worthmann	295	['Wohnstätte', 'Herkunft', 'Beruf']
Worthmeier	1	['Beruf', 'Wohnstätte']
Wortman	6	['Wohnstätte']
Wortmann	2641	['Wohnstätte', 'Herkunft', 'Beruf']
Wortmeier	87	['Beruf', 'Wohnstätte']
Wortmeyer	40	['Beruf', 'Wohnstätte']
Worttmann	5	['Wohnstätte']
Woschni	5	['Beruf']
Woschniak	9	['Beruf', 'Übername']
Woschniok	7	['Beruf', 'Übername']
Woschny	31	['Beruf']
Wosniack	5	['Beruf', 'Übername']
Wosniak	49	['Beruf', 'Übername']
Wosniok	11	['Beruf', 'Übername']
Wosny	58	['Beruf']
Wosslick	4	['Übername']
Wotawa	19	['Beruf', 'Wohnstätte', 'Übername']
Wothge	6	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wotka	26	['Übername', 'Wohnstätte', 'Beruf', 'Rufname']
Wotke	100	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wottava	2	['Beruf', 'Wohnstätte', 'Übername']
Wottawa	80	['Beruf', 'Wohnstätte', 'Übername']
Wottawah	7	['Beruf', 'Wohnstätte', 'Übername']
Wottge	26	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wottka	42	['Übername', 'Wohnstätte', 'Beruf', 'Rufname']
Wottke	210	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wouter	3	['Rufname']
Wouters	125	['Rufname']
Wouterse	10	['Rufname']
Wowerat	29	['Übername']
Wowerath	3	['Übername']
Woweratis	4	['Übername']
Wowereit	38	['Übername']
Woweries	54	['Übername']
Woweris	1	['Übername']
Woweruhn	4	['Beruf']
Wowerus	13	['Beruf']
Wowk	16	['Rufname', 'Übername']
Wowra	117	['Rufname']
Wowries	18	['Übername']
Wowro	31	['Rufname']
Wowrzik	2	['Rufname']
Wowrzyk	7	['Rufname']
Woycechowski	3	['Herkunft', 'Rufname']
Woyciechowski	65	['Herkunft', 'Rufname']
Woycieszack	3	['Rufname']
Woycik	10	['Beruf', 'Rufname']
Woyczechowski	29	['Herkunft', 'Rufname']
Woyczeck	2	['Rufname']
Woyczehowski	3	['Herkunft', 'Rufname']
Woyczichowski	1	['Herkunft', 'Rufname']
Woyczik	6	['Beruf', 'Rufname']
Woyczikowski	11	['Herkunft', 'Beruf', 'Rufname']
Woyczyk	13	['Beruf', 'Rufname']
Woydke	3	['Beruf', 'Rufname']
Woydt	84	['Beruf', 'Rufname']
Woydtke	3	['Beruf', 'Rufname']
Woynar	19	['Beruf']
Woyscheszik	11	['Rufname']
Woyt	34	['Beruf', 'Rufname']
Woyta	7	['Beruf', 'Rufname']
Woyte	55	['Beruf', 'Rufname']
Woytech	2	['Rufname']
Woytek	11	['Beruf', 'Rufname']
Woytekat	2	['Rufname']
Woytewicz	2	['Beruf', 'Rufname']
Woytewitz	2	['Beruf', 'Rufname']
Woyth	57	['Beruf', 'Rufname']
Woytke	20	['Beruf', 'Rufname']
Woytowicz	10	['Beruf', 'Rufname']
Woytowitz	10	['Beruf', 'Rufname']
Woytschekowsky	4	['Herkunft', 'Rufname', 'Beruf']
Woytt	11	['Beruf']
Woytzik	6	['Beruf', 'Rufname']
Woytzyk	4	['Beruf', 'Rufname']
Woyzechowski	6	['Herkunft', 'Rufname']
Woyzek	7	['Rufname']
Woyzeschke	8	['Rufname']
Woyzichowski	5	['Herkunft', 'Rufname']
Woyzik	3	['Beruf', 'Rufname']
Wozniack	4	['Beruf', 'Übername']
Wozniak	767	['Beruf', 'Übername']
Wozniok	27	['Beruf', 'Übername']
Wozny	326	['Beruf']
Woßlick	13	['Übername']
Wrabetz	61	['Übername', 'Beruf']
Wrana	189	['Übername']
Wranna	6	['Übername']
Wrba	122	['Übername', 'Wohnstätte']
Wrbitzky	5	['Herkunft']
Wrbka	2	['Übername', 'Wohnstätte']
Wrede	1898	['Übername']
Wreden	34	['Übername', 'Herkunft']
Wreding	7	['Übername']
Wredt	3	['Übername']
Wree	80	['Übername']
Wrehde	30	['Übername']
Wreth	36	['Übername']
Wright	309	['Beruf']
Wrobbel	140	['Übername']
Wrobel	2346	['Übername', 'Herkunft']
Wrobleski	9	['Herkunft']
Wroblewska	11	['Herkunft']
Wroblewski	775	['Herkunft']
Wroblewsky	20	['Herkunft']
Wroblik	9	['Übername']
Wrona	336	['Übername']
Wronek	3	['Übername']
Wronka	54	['Übername']
Wronn	22	['Übername']
Wronna	129	['Übername']
Wronska	5	['Herkunft', 'Übername']
Wronski	182	['Herkunft', 'Übername']
Wronsky	17	['Herkunft', 'Übername']
Wrosch	58	['Rufname', 'Übername']
Wrosz	1	['Rufname']
Wroz	18	['Übername']
Wrozyna	25	['Übername']
Wrubbel	17	['Übername']
Wrubel	116	['Übername']
Wrubell	1	['Übername']
Wrublewski	12	['Herkunft']
Wrublewsky	7	['Herkunft']
Wrublezka	4	['Herkunft']
Wrublick	14	['Übername']
Wrusch	115	['Übername']
Wu	277	['dynastisches Motiv']
Wucherpfennig	427	['Übername']
Wucherpfenning	8	['Übername']
Wuckasch	6	['Rufname']
Wude	53	['Übername', 'Wohnstätte', 'Rufname']
Wudka	3	['Übername', 'Wohnstätte']
Wuebbe	1	['Rufname']
Wuebben	1	['Rufname']
Wuebbena	3	['Rufname']
Wuebbenhorst	2	['Herkunft']
Wuehr	4	['Wohnstätte']
Wuehrer	1	['Wohnstätte']
Wuehrmann	1	['Wohnstätte']
Wuensch	18	['Herkunft', 'Übername']
Wuensche	13	['Herkunft', 'Übername']
Wuenschmann	4	['Herkunft', 'Übername']
Wuerdemann	2	['Wohnstätte']
Wuerst	1	['Beruf', 'Übername']
Wuerstl	2	['Beruf', 'Übername']
Wuerstle	1	['Beruf', 'Übername']
Wuertenberger	3	['Herkunft']
Wuerth	15	['Beruf', 'Übername']
Wuerthle	2	['Beruf', 'Übername']
Wuerttemberger	1	['Herkunft']
Wuest	51	['Wohnstätte', 'Übername', 'Herkunft']
Wueste	3	['Wohnstätte', 'Herkunft', 'Übername']
Wuestefeld	5	['Wohnstätte', 'Herkunft']
Wuestemann	4	['Wohnstätte', 'Übername', 'Herkunft']
Wuestmann	1	['Wohnstätte', 'Übername']
Wuetherich	1	['Übername', 'Rufname']
Wuethrich	1	['Übername', 'Rufname']
Wuhrer	101	['Wohnstätte']
Wuhrmann	5	['Wohnstätte']
Wuithschick	6	['Beruf', 'Übername']
Wuitschick	11	['Beruf', 'Übername']
Wuitschik	19	['Beruf', 'Übername']
Wujcik	7	['Beruf']
Wujczyk	2	['Übername']
Wujta	10	['Beruf']
Wukasch	78	['Rufname']
Wulf	5633	['Rufname', 'Übername', 'Wohnstätte', 'Herkunft']
Wulfen	17	['Rufname', 'Herkunft', 'Übername']
Wulferding	39	['Rufname']
Wulfern	18	['Rufname']
Wulfers	130	['Rufname']
Wulfert	445	['Rufname']
Wulfes	240	['Rufname', 'Übername', 'Herkunft']
Wulff	3287	['Rufname', 'Übername', 'Wohnstätte', 'Herkunft']
Wulffen	16	['Rufname', 'Herkunft', 'Übername']
Wulfframm	2	['Rufname']
Wulfgram	4	['Rufname']
Wulfgramm	30	['Rufname']
Wulfhorst	135	['Herkunft']
Wulfing	12	['Rufname']
Wulfken	48	['Rufname', 'Übername']
Wulfmeier	91	['Beruf']
Wulfmeyer	85	['Beruf']
Wulfram	18	['Rufname']
Wulframm	5	['Rufname']
Wulfrath	12	['Rufname']
Wulfsen	13	['Rufname', 'Herkunft']
Wulkop	12	['Übername']
Wulkopf	34	['Übername']
Wullekopf	18	['Übername']
Wullenweber	83	['Beruf']
Wullframm	1	['Rufname']
Wullkop	7	['Übername']
Wullkopf	37	['Übername']
Wullschleger	2	['Beruf']
Wullschläger	29	['Beruf']
Wullweber	28	['Beruf']
Wunder	2079	['Übername', 'Herkunft']
Wunderer	178	['Übername']
Wunderl	53	['Übername']
Wunderle	573	['Übername']
Wunderli	11	['Übername']
Wunderlich	5916	['Übername']
Wunderlin	55	['Übername']
Wunderling	217	['Übername']
Wundermann	21	['Übername']
Wundrack	82	['Rufname']
Wundrak	80	['Rufname']
Wunnerlich	11	['Übername']
Wuntrack	4	['Rufname']
Wurm	2641	['Übername', 'Rufname']
Wurmehl	36	['Übername']
Wurmmehl	1	['Übername']
Wurmnest	33	['Wohnstätte', 'Übername']
Wurmseher	36	['Wohnstätte']
Wurmstich	39	['Übername']
Wurst	1253	['Beruf', 'Übername']
Wurster	1415	['Beruf', 'Herkunft']
Wursthorn	203	['Beruf']
Wurstius	7	['Beruf', 'Übername']
Wurstmacher	5	['Beruf']
Wurstner	17	['Beruf', 'Herkunft']
Wurth	503	['Beruf', 'Übername', 'Wohnstätte', 'Herkunft']
Wurthmann	105	['Wohnstätte']
Wurtmann	25	['Wohnstätte']
Wurtscheid	21	['Herkunft']
Wurtscheidt	2	['Herkunft']
Wurtz	96	['Beruf', 'Übername']
Wurtzler	1	['Beruf']
Wurz	244	['Beruf', 'Übername']
Wurzbach	54	['Herkunft']
Wurzbacher	216	['Herkunft']
Wurzer	584	['Beruf', 'Herkunft']
Wurzl	1	['Beruf', 'Übername']
Wurzler	112	['Beruf']
Wusterbarth	10	['Herkunft', 'Übername']
Wutge	2	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wuth	128	['Herkunft', 'Übername', 'Rufname']
Wuthcke	4	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wuthe	159	['Herkunft', 'Rufname', 'Übername']
Wuthenow	33	['Herkunft']
Wuthnow	17	['Herkunft']
Wutke	238	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wuttge	64	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wuttka	3	['Übername', 'Wohnstätte']
Wuttke	1893	['Beruf', 'Rufname', 'Übername', 'Wohnstätte']
Wybiral	13	['Übername']
Wybranczik	3	['Beruf']
Wybranczyk	6	['Beruf']
Wybrands	58	['Rufname']
Wybranetz	1	['Beruf']
Wybraniec	16	['Beruf']
Wybranietz	87	['Beruf']
Wybranitz	16	['Beruf']
Wychgram	5	['Rufname']
Wychodil	13	['Übername']
Wycital	2	['Übername']
Wyers	17	['Rufname', 'Übername', 'Beruf', 'Wohnstätte']
Wygand	16	['Rufname', 'Übername']
Wygandt	4	['Rufname', 'Übername']
Wyland	11	['Rufname']
Wymar	14	['Rufname', 'Herkunft']
Wynand	11	['Rufname']
Wynands	165	['Rufname']
Wynandy	1	['Rufname']
Wynans	1	['Rufname']
Wynant	7	['Rufname']
Wynants	15	['Rufname']
Wyskocil	13	['Übername']
Wysniewski	6	['Herkunft', 'Wohnstätte']
Wysocka	21	['Herkunft']
Wysocki	297	['Herkunft']
Wysotzki	85	['Herkunft']
Wysoudil	1	['Übername']
Wyssbrod	1	['Beruf', 'Übername']
Wyszniewski	6	['Herkunft', 'Wohnstätte']
Wytopil	11	['Übername']
Wäber	19	['Beruf']
Wächter	2982	['Beruf']
Wäckerle	120	['Übername', 'Rufname']
Wäckerlin	4	['Übername', 'Rufname']
Wäge	10	['Beruf']
Wägel	2	['Beruf']
Wägele	85	['Beruf', 'Wohnstätte', 'Übername']
Wägelein	27	['Beruf', 'Wohnstätte', 'Übername']
Wägeli	3	['Beruf']
Wägemann	39	['Beruf']
Wägener	18	['Beruf']
Wäger	151	['Beruf']
Wägerle	87	['Beruf']
Wägner	202	['Beruf']
Wähler	139	['Rufname']
Wähner	388	['Beruf', 'Übername']
Wähnert	95	['Beruf', 'Rufname']
Wähning	53	['Rufname']
Wähnke	23	['Rufname']
Wähnl	4	['Rufname']
Wäldchen	81	['Wohnstätte', 'Rufname']
Wälder	108	['Rufname', 'Wohnstätte', 'Herkunft']
Wäldl	5	['Wohnstätte', 'Rufname']
Wäldle	7	['Wohnstätte', 'Rufname']
Wälker	16	['Beruf', 'Rufname']
Wäller	37	['Beruf', 'Übername', 'Wohnstätte', 'Rufname', 'Herkunft']
Wällermann	5	['Beruf', 'Übername', 'Wohnstätte']
Wälscher	13	['Herkunft', 'Übername']
Wälter	136	['Rufname']
Wältermann	152	['Rufname']
Wälther	13	['Rufname']
Wältz	12	['Rufname']
Wälzel	9	['Rufname']
Wälzkes	4	['Rufname']
Wälzlein	83	['Rufname']
Wänger	14	['Herkunft', 'Wohnstätte', 'Beruf', 'Rufname']
Wängler	23	['Wohnstätte', 'Herkunft', 'Übername', 'Beruf']
Wäninger	7	['Übername', 'Herkunft', 'Rufname']
Wänninger	15	['Herkunft']
Wäsche	157	['Rufname', 'Übername', 'Beruf', 'Herkunft']
Wäschebach	14	['Wohnstätte']
Wäschenbach	106	['Wohnstätte']
Wäschenfelder	31	['Herkunft']
Wäscher	233	['Beruf', 'Übername', 'Rufname']
Wäspi	6	['Übername']
Wässerer	5	['Beruf']
Wässerle	5	['Wohnstätte']
Wöbb	15	['Rufname']
Wöbbe	9	['Rufname']
Wöbbecke	32	['Rufname']
Wöbbeke	1	['Rufname']
Wöbbekind	21	['Rufname']
Wöbbeking	93	['Rufname']
Wöbbking	1	['Rufname']
Wöbcke	77	['Rufname']
Wöbcken	1	['Rufname']
Wöbeking	21	['Rufname']
Wöber	169	['Beruf']
Wöbke	129	['Rufname', 'Herkunft', 'Wohnstätte']
Wöbkemeier	3	['Beruf']
Wöbken	78	['Rufname']
Wöbker	14	['Rufname']
Wöbking	52	['Rufname']
Wöhl	309	['Rufname', 'Herkunft', 'Wohnstätte']
Wöhlbrand	4	['Rufname']
Wöhlbrandt	8	['Rufname']
Wöhlcke	38	['Rufname']
Wöhle	120	['Rufname', 'Herkunft', 'Wohnstätte']
Wöhlecke	26	['Rufname']
Wöhleke	29	['Rufname']
Wöhleking	4	['Rufname']
Wöhler	972	['Rufname', 'Herkunft']
Wöhlermann	16	['Rufname', 'Herkunft']
Wöhlers	4	['Rufname']
Wöhlke	165	['Rufname', 'Herkunft']
Wöhlken	28	['Rufname']
Wöhlkens	7	['Rufname']
Wöhlking	6	['Rufname']
Wöhner	394	['Beruf', 'Wohnstätte']
Wöhrl	376	['Rufname']
Wöhrle	1160	['Rufname']
Wöhrlin	47	['Rufname']
Wöhrmann	453	['Wohnstätte', 'Herkunft']
Wöhrn	41	['Rufname']
Wöhrner	1	['Rufname']
Wölber	21	['Rufname']
Wölbern	72	['Rufname']
Wölbert	88	['Rufname']
Wöldering	2	['Rufname']
Wölfel	1795	['Rufname', 'Übername', 'Wohnstätte']
Wölfelschneider	134	['Beruf']
Wölfer	401	['Rufname', 'Herkunft']
Wölfert	144	['Rufname']
Wölffel	37	['Rufname', 'Übername']
Wölffer	26	['Rufname']
Wölffing	13	['Rufname']
Wölfing	70	['Rufname']
Wölfl	858	['Rufname', 'Übername']
Wölfle	1095	['Rufname', 'Übername', 'Wohnstätte']
Wölflein	22	['Rufname', 'Übername']
Wölfli	21	['Rufname', 'Übername']
Wölflick	74	['Rufname', 'Übername']
Wölflik	9	['Rufname', 'Übername']
Wölfling	96	['Übername', 'Rufname', 'Herkunft']
Wölflinger	33	['Herkunft']
Wölker	188	['Rufname', 'Beruf', 'Herkunft']
Wölkert	34	['Rufname']
Wöll	328	['Rufname']
Wölle	20	['Rufname']
Wöllecke	29	['Rufname']
Wölleke	12	['Rufname']
Wöllenweber	28	['Beruf']
Wöller	292	['Rufname', 'Beruf']
Wöllermann	9	['Rufname']
Wöllmer	157	['Rufname']
Wöllner	503	['Beruf', 'Herkunft']
Wöllstein	47	['Herkunft']
Wölper	64	['Rufname', 'Herkunft', 'Wohnstätte']
Wölpern	23	['Rufname']
Wölpert	37	['Rufname']
Wölter	22	['Rufname']
Wöltering	6	['Rufname']
Wölterkes	5	['Rufname']
Wöltge	48	['Rufname']
Wöltgen	9	['Rufname']
Wölting	34	['Rufname']
Wöltje	169	['Rufname']
Wöltjen	111	['Rufname']
Wöltzen	1	['Rufname']
Wölz	107	['Rufname']
Wölzel	1	['Rufname']
Wölzl	11	['Rufname']
Wölzlein	25	['Rufname']
Wördemann	269	['Wohnstätte', 'Herkunft']
Wördenweber	23	['Beruf']
Wörfel	111	['Beruf', 'Übername']
Wörl	300	['Rufname']
Wörle	915	['Rufname']
Wörlein	171	['Rufname']
Wörmann	581	['Wohnstätte', 'Herkunft']
Wörmcke	60	['Übername']
Wörmke	41	['Übername', 'Wohnstätte']
Wörn	198	['Rufname']
Wörndel	30	['Rufname']
Wörndl	194	['Rufname']
Wörndle	63	['Rufname']
Wörne	40	['Rufname']
Wörner	3450	['Rufname']
Wörnert	7	['Rufname']
Wörnhör	29	['Rufname']
Wörnle	82	['Rufname']
Wörnlein	41	['Rufname']
Wörpel	154	['Beruf', 'Übername']
Wörtche	43	['Wohnstätte']
Wörter	41	['Wohnstätte', 'Herkunft']
Wörtge	34	['Wohnstätte']
Wörtgen	5	['Wohnstätte']
Wörth	36	['Wohnstätte', 'Herkunft']
Wörther	44	['Wohnstätte', 'Herkunft']
Wörthmann	20	['Wohnstätte']
Wörthmüller	28	['Beruf']
Wörthner	1	['Wohnstätte']
Wörtmann	42	['Wohnstätte']
Wörtz	73	['Rufname']
Wörz	893	['Rufname', 'Herkunft', 'Wohnstätte']
Wöst	17	['Wohnstätte']
Wöste	189	['Wohnstätte', 'Herkunft']
Wöstefeld	107	['Wohnstätte']
Wöstemeier	27	['Beruf']
Wöstemeyer	50	['Beruf']
Wöstenberg	38	['Wohnstätte']
Wöstenfeld	79	['Wohnstätte']
Wöstenfeldt	4	['Wohnstätte']
Wöstmann	376	['Wohnstätte']
Wöstmeyer	2	['Beruf']
Wötzel	424	['Rufname', 'Wohnstätte']
Wözel	18	['Rufname']
Wübbe	136	['Rufname']
Wübbecke	15	['Rufname']
Wübbeke	49	['Rufname']
Wübben	251	['Rufname']
Wübbena	152	['Rufname']
Wübbenhorst	228	['Herkunft']
Wübbens	23	['Rufname', 'Herkunft']
Wühr	292	['Wohnstätte']
Wührdemann	18	['Wohnstätte']
Wührer	122	['Wohnstätte']
Wührl	139	['Wohnstätte']
Wührmann	94	['Wohnstätte']
Wülfers	21	['Rufname']
Wülfert	77	['Rufname']
Wülferth	13	['Rufname']
Wülfing	339	['Rufname', 'Übername', 'Herkunft']
Wülfken	111	['Rufname', 'Übername']
Wülfrath	121	['Herkunft', 'Rufname']
Wüllenweber	193	['Beruf']
Wünderlich	47	['Übername']
Wünderling	11	['Übername']
Wündisch	75	['Herkunft', 'Übername']
Wündsch	56	['Herkunft', 'Übername']
Wünsch	2183	['Herkunft', 'Übername']
Wünsche	2001	['Herkunft', 'Übername']
Wünscher	190	['Herkunft', 'Übername']
Wünschmann	282	['Herkunft', 'Übername']
Wüntsch	13	['Herkunft', 'Übername']
Würdemann	267	['Wohnstätte', 'Rufname', 'Herkunft']
Würfel	1131	['Beruf', 'Übername']
Würfele	32	['Beruf', 'Übername']
Würfell	1	['Beruf', 'Übername']
Würfels	15	['Beruf', 'Übername']
Würffel	61	['Beruf', 'Übername']
Würffell	2	['Beruf', 'Übername']
Würffels	1	['Beruf', 'Übername']
Würfflein	2	['Beruf', 'Übername']
Würfl	185	['Beruf', 'Übername']
Würflein	41	['Beruf', 'Übername']
Würfler	5	['Beruf', 'Übername']
Würmann	5	['Wohnstätte']
Würmel	5	['Übername', 'Rufname']
Würmell	10	['Übername', 'Rufname']
Würmle	16	['Übername', 'Rufname']
Würmli	2	['Übername', 'Rufname']
Würmlin	27	['Übername', 'Rufname']
Würmseer	54	['Wohnstätte']
Würmseher	14	['Wohnstätte']
Würst	7	['Beruf', 'Übername']
Würstel	1	['Beruf', 'Übername']
Würster	4	['Beruf']
Würstl	84	['Beruf', 'Übername']
Würstle	159	['Beruf', 'Übername']
Würstlein	40	['Beruf', 'Übername']
Würstlin	57	['Beruf', 'Übername']
Würtele	160	['Beruf', 'Übername']
Würtemberger	109	['Herkunft']
Würtenberg	19	['Herkunft']
Würtenberger	192	['Herkunft']
Würth	908	['Beruf', 'Übername', 'Wohnstätte', 'Rufname']
Würthele	38	['Beruf', 'Übername', 'Rufname']
Würthenberger	8	['Herkunft']
Würthle	15	['Beruf', 'Übername', 'Rufname']
Würtl	3	['Beruf', 'Übername']
Würtle	6	['Beruf', 'Übername']
Würtlein	1	['Beruf', 'Übername']
Württemberg	2	['Herkunft']
Württemberger	66	['Herkunft']
Württenberger	14	['Herkunft']
Würtz	819	['Beruf', 'Übername', 'Herkunft']
Würtzler	6	['Beruf']
Würz	814	['Beruf', 'Übername', 'Herkunft']
Würzer	72	['Beruf']
Würzinger	196	['Herkunft']
Würzl	5	['Beruf', 'Übername']
Würzle	18	['Beruf', 'Übername']
Würzler	38	['Beruf']
Würzner	128	['Beruf', 'Herkunft']
Wüst	2986	['Wohnstätte', 'Übername', 'Herkunft']
Wüste	225	['Wohnstätte', 'Herkunft', 'Übername']
Wüstefeld	805	['Herkunft', 'Wohnstätte']
Wüstefeldt	4	['Wohnstätte']
Wüstemann	272	['Wohnstätte', 'Übername', 'Herkunft']
Wüstemeier	2	['Beruf']
Wüstemeyer	16	['Beruf']
Wüstenberg	408	['Wohnstätte', 'Herkunft']
Wüstenfeld	71	['Wohnstätte', 'Herkunft']
Wüster	250	['Wohnstätte', 'Herkunft', 'Übername']
Wüstmann	22	['Wohnstätte', 'Übername', 'Herkunft']
Wüterich	3	['Übername', 'Rufname']
Wütherich	68	['Übername', 'Rufname']
Wüthrich	30	['Übername', 'Rufname']
Wütrich	1	['Übername', 'Rufname']
Xander	97	['Rufname']
Xanthopoulos	55	['Übername']
Xanthopoulou	8	['Übername']
Xeller	25	['Übername']
Xenakidis	1	['Übername', 'Rufname']
Xenakis	11	['Übername', 'Rufname']
Xenidis	27	['Übername', 'kompositionelles Motiv', 'Rufname']
Xenidou	3	['Übername', 'Rufname']
Xenodochius	6	['Beruf']
Xenopoulos	3	['Übername', 'Rufname']
Xenos	8	['Übername', 'Rufname']
Xilander	1	['Beruf']
Xylander	48	['Beruf']
Xyländer	19	['Beruf']
Yabanci	11	['Übername']
Yagci	94	['Beruf', 'Übername']
Yagcioglu	24	['Beruf', 'Übername']
Yagiz	62	['Übername', 'Rufnamenmuster']
Yagmur	85	['Rufnamenmuster']
Yahia	19	['Rufname']
Yahya	56	['Rufname']
Yakici	14	['Beruf']
Yakin	30	['Rufnamenmuster']
Yakisikli	12	['Übername']
Yakub	14	['Rufname']
Yakubov	5	['Rufname']
Yakubovich	5	['Rufname']
Yakup	42	['Rufname']
Yakut	56	['Rufnamenmuster', 'patriotisches Motiv', 'Rufname']
Yalcin	892	['Rufnamenmuster']
Yalcindag	11	['Wohnstätte']
